Main Name	DrugBank:Identifiers	score	Human Intestinal Absorption	Blood Brain Barrier	P-glycoprotein Inhibition	Drug Induced Liver Injury	CYP3A4 Inhibition	CYP2C9 Inhibition	DrugBank:Routes	DrugBank:FDA Approved	Less than $500	Pediatric Safety
oxycodone	{'cas-number': '76-42-6', 'ChEBI': '7852', 'ChEMBL': 'CHEMBL656', 'drugbank-id': 'DB00497', 'InChIKey': 'BRUQQQPBMZOVGD-XFKAJCMBSA-N', 'PubChem Compound': '5284603', 'PubChem Substance': '46508908', 'unii': 'CD35PMG570'}	2	0.9951939463	0.9827101896	0.0352095194	0.057571391	0.0072815437	0.0034521905	{'rectal', 'oral'}	TRUE	TRUE	FALSE
oxymorphone	{'cas-number': '76-41-5', 'ChEBI': '7865', 'ChEMBL': 'CHEMBL963', 'drugbank-id': 'DB01192', 'InChIKey': 'UQCNKQCJZOAFTQ-ISWURRPUSA-N', 'PubChem Compound': '5284604', 'PubChem Substance': '46505296', 'unii': '9VXA968E0C'}	2	0.9946985971	0.9763707882	0.0270091871	0.0566049719	0.0043160407	0.003300058	{'intramuscular', 'rectal', 'parenteral', 'subcutaneous', 'intravenous', 'oral'}	TRUE	TRUE	FALSE
penbutolol	{'cas-number': '38363-40-5', 'ChEBI': '7954', 'ChEMBL': 'CHEMBL1290', 'drugbank-id': 'DB01359', 'InChIKey': 'KQXKVJAGOJTNJS-HNNXBMFYSA-N', 'PubChem Compound': '37464', 'PubChem Substance': '46504929', 'unii': '78W62V43DY'}	2	0.9960149054	0.8532729876	0.1779900877	0.0557249028	0.0758153759	0.0085464617	{'oral'}	TRUE	TRUE	FALSE
penicillamine	{'cas-number': '52-67-5', 'ChEBI': '7959', 'ChEMBL': 'CHEMBL1430', 'drugbank-id': 'DB00859', 'InChIKey': 'VVNCNSJFMMFHPL-VKHMYHEASA-N', 'PubChem Compound': '5852', 'PubChem Substance': '46508305', 'unii': 'GNN1DV99GX'}	2	0.9836677203	0.5221946223	0.0073611234	0.0956553847	0.0015053285	0.0031467777	{'not applicable', 'oral'}	TRUE	TRUE	FALSE
pentazocine	{'cas-number': '359-83-1', 'ChEBI': '182080', 'ChEMBL': 'CHEMBL100116', 'drugbank-id': 'DB00652', 'InChIKey': 'VOKSWYLNZZRQPF-UHFFFAOYSA-N', 'PubChem Compound': '441278', 'PubChem Substance': '46506363', 'unii': 'RP4A60D26L'}	2	0.9949538227	0.9710099631	0.1175730175	0.0577517917	0.04711731	0.0323216471	{'oral', 'intravenous', 'intramuscular', 'subcutaneous'}	TRUE	TRUE	FALSE
phendimetrazine	{'cas-number': '634-03-7', 'ChEBI': '8059', 'ChEMBL': 'CHEMBL1615439', 'drugbank-id': 'DB01579', 'InChIKey': 'MFOCDFTXLCYLKU-CMPLNLGQSA-N', 'PubChem Compound': '30487', 'PubChem Substance': '46506122', 'unii': 'AB2794W8KV'}	2	0.9961246052	0.9515594879	0.0324982647	0.1176522537	0.0112187601	0.0054308909	{'oral'}	TRUE	TRUE	FALSE
phenoxybenzamine	{'cas-number': '59-96-1', 'ChEBI': '8077', 'ChEMBL': 'CHEMBL753', 'drugbank-id': 'DB00925', 'InChIKey': 'QZVCTJOXCFMACW-UHFFFAOYSA-N', 'PubChem Compound': '4768', 'PubChem Substance': '46507191', 'unii': '0TTZ664R7Z'}	2	0.9969430489	0.6988110113	0.2387528927	0.1946930057	0.091153994	0.2586531933	{'oral'}	TRUE	TRUE	FALSE
phentermine	{'cas-number': '122-09-8', 'ChEBI': '8080', 'ChEMBL': 'CHEMBL1574', 'drugbank-id': 'DB00191', 'InChIKey': 'DHHVAGZRUROJKS-UHFFFAOYSA-N', 'PubChem Compound': '4771', 'PubChem Substance': '46508515', 'unii': 'C045TQL4WP'}	2	0.9954818864	0.9695424975	0.0175675277	0.0525836413	0.0251320713	0.0056301838	{'oral'}	TRUE	TRUE	FALSE
phenylpropanolamine	{'cas-number': '14838-15-4', 'ChEBI': '80680', 'ChEMBL': 'CHEMBL61006', 'drugbank-id': 'DB00397', 'InChIKey': 'DLNKOYKMWOXYQA-UHFFFAOYSA-N', 'PubChem Compound': '26934', 'PubChem Substance': '46508087', 'unii': '33RU150WUN'}	2	0.9959459006	0.7158855759	0.0234001017	0.0501613817	0.0064675559	0.0124756738	{'oral'}	TRUE	TRUE	FALSE
phylloquinone	{'cas-number': '84-80-0', 'ChEBI': '18067', 'ChEMBL': 'CHEMBL1550', 'drugbank-id': 'DB01022', 'InChIKey': 'MBWXNTAXLNYFJB-NKFFZRIASA-N', 'PubChem Compound': '5284607', 'PubChem Substance': '46504528', 'unii': 'S5Z3U87QHF'}	2	0.9944454158	0.904447537	0.8230252877	0.2862196307	0.4254303555	0.4558900757	{'intramuscular', 'parenteral', 'subcutaneous', 'intravenous', 'oral'}	TRUE	TRUE	FALSE
pimozide	{'cas-number': '2062-78-4', 'ChEBI': '8212', 'ChEMBL': 'CHEMBL1423', 'drugbank-id': 'DB01100', 'InChIKey': 'YVUQSNJEYSNKRX-UHFFFAOYSA-N', 'PubChem Compound': '16362', 'PubChem Substance': '46507096', 'unii': '1HIZ4DL86F'}	2	0.9946478187	0.9520926644	0.9377329199	0.1724620847	0.1436199862	0.2870670359	{'oral'}	TRUE	TRUE	FALSE
pindolol	{'cas-number': '13523-86-9', 'ChEBI': '8214', 'ChEMBL': 'CHEMBL500', 'drugbank-id': 'DB00960', 'InChIKey': 'JZQKKSLKJUAGIC-UHFFFAOYSA-N', 'PubChem Compound': '4828', 'PubChem Substance': '46508362', 'unii': 'BJ4HF6IU1D'}	2	0.9961291337	0.679323363	0.11330724	0.3106436608	0.2883465993	0.0550087004	{'oral'}	TRUE	TRUE	FALSE
piperazine	{'cas-number': '110-85-0', 'ChEBI': '28568', 'ChEMBL': 'CHEMBL1412', 'drugbank-id': 'DB00592', 'InChIKey': 'GLUUGHFHXGJENI-UHFFFAOYSA-N', 'PubChem Compound': '4837', 'PubChem Substance': '46507642', 'unii': '1RTM4PAL0V'}	2	0.9877902337	0.842636726	0.0299533723	0.1112198244	0.0361671662	0.0042547249	{'oral'}	TRUE	TRUE	FALSE
potassium chloride	{'cas-number': '7447-40-7', 'ChEBI': '32588', 'ChEMBL': 'CHEMBL1200731', 'drugbank-id': 'DB00761', 'InChIKey': 'WCUXLLCKKVVCTQ-UHFFFAOYSA-M', 'PubChem Compound': '4873', 'PubChem Substance': '46506038', 'unii': '660YQ98I10'}	2	0.9868836102	0.9483699897	0.0205546078	0.1055848008	0.0052112621	0.0058049506	{'nasogastric', 'intrathecal', 'irrigation', 'topical', 'intra-arterial', 'ophthalmic', 'buccal', 'intraocular', 'vaginal', 'parenteral', 'extracorporeal', 'unknown', 'not applicable', 'intravenous', 'oral', 'hemodialysis'}	TRUE	TRUE	FALSE
prilocaine	{'cas-number': '721-50-6', 'ChEBI': '8404', 'ChEMBL': 'CHEMBL1194', 'drugbank-id': 'DB00750', 'InChIKey': 'MVFGUOIZUNYYSO-UHFFFAOYSA-N', 'PubChem Compound': '4906', 'PubChem Substance': '46505066', 'unii': '046O35D44R'}	2	0.9966899816	0.9269401672	0.0489123787	0.1516772922	0.0820209628	0.0356386322	{'topical', 'intramuscular', 'dental', 'cutaneous', 'subcutaneous', 'intra-articular', 'not applicable', 'submucosal', 'infiltration', 'intravenous', 'periodontal', 'oral'}	TRUE	TRUE	FALSE
probucol	{'cas-number': '23288-49-5', 'ChEBI': '8427', 'ChEMBL': 'CHEMBL608', 'drugbank-id': 'DB01599', 'InChIKey': 'FYPMFJGVHOHGLL-UHFFFAOYSA-N', 'PubChem Compound': '4912', 'PubChem Substance': '46508876', 'unii': 'P3CTH044XJ'}	2	0.9855381954	0.9158134597	0.7691661673	0.1479046026	0.1745898382	0.1576304318	{'oral'}	TRUE	TRUE	FALSE
procainamide	{'cas-number': '51-06-9', 'ChEBI': '8428', 'ChEMBL': 'CHEMBL640', 'drugbank-id': 'DB01035', 'InChIKey': 'REQCZEXYDRLIBE-UHFFFAOYSA-N', 'PubChem Compound': '4913', 'PubChem Substance': '46507313', 'unii': 'L39WTC366D'}	2	0.9953272602	0.9574835188	0.0145537378	0.1488734169	0.0064060074	0.0020099551	{'intravenous', 'intramuscular', 'oral'}	TRUE	TRUE	FALSE
procarbazine	{'cas-number': '671-16-9', 'ChEBI': '71417', 'ChEMBL': 'CHEMBL1321', 'drugbank-id': 'DB01168', 'InChIKey': 'CPTBDICYNRMXFX-UHFFFAOYSA-N', 'PubChem Compound': '4915', 'PubChem Substance': '46507706', 'unii': '35S93Y190K'}	2	0.9945555646	0.9098741125	0.0283828889	0.2923004305	0.0261303693	0.0149399547	{'oral'}	TRUE	TRUE	FALSE
procyclidine	{'cas-number': '77-37-2', 'ChEBI': '8448', 'ChEMBL': 'CHEMBL86715', 'drugbank-id': 'DB00387', 'InChIKey': 'WYDUSKDSKCASEF-UHFFFAOYSA-N', 'PubChem Compound': '4919', 'PubChem Substance': '46505553', 'unii': 'C6QE1Q1TKR'}	2	0.9956250977	0.970171826	0.1150259309	0.059586485	0.0348747657	0.0107254452	{'oral'}	TRUE	TRUE	FALSE
quinidine	{'cas-number': '56-54-2', 'ChEBI': '28593', 'ChEMBL': 'CHEMBL1294', 'drugbank-id': 'DB00908', 'InChIKey': 'LOUPRKONTZGTKE-LHHVKLHASA-N', 'PubChem Compound': '441074', 'PubChem Substance': '46505356', 'unii': 'ITX08688JL'}	2	0.9950044383	0.7911504069	0.7278992172	0.3879379737	0.3577701887	0.0088768029	{'intravenous', 'intramuscular', 'oral'}	TRUE	TRUE	FALSE
ramelteon	{'cas-number': '196597-26-9', 'ChEBI': '109549', 'ChEMBL': 'CHEMBL1218', 'drugbank-id': 'DB00980', 'InChIKey': 'YLXDSYKOBKBWJQ-LBPRGKRZSA-N', 'PubChem Compound': '208902', 'PubChem Substance': '46505923', 'unii': '901AS54I69'}	2	0.9969235933	0.9737753846	0.1309709791	0.4127685132	0.1001935094	0.0645084822	{'oral'}	TRUE	TRUE	FALSE
ranolazine	{'cas-number': '95635-55-5', 'ChEBI': '87690', 'ChEMBL': 'CHEMBL1404', 'drugbank-id': 'DB00243', 'InChIKey': 'XKLMZUWKNUAPSZ-UHFFFAOYSA-N', 'PubChem Compound': '56959', 'PubChem Substance': '46505145', 'unii': 'A6IEZ5M406'}	2	0.9930320039	0.8502122136	0.6696516567	0.3722042228	0.3830287794	0.0475353396	{'oral'}	TRUE	TRUE	FALSE
rasagiline	{'cas-number': '136236-51-6', 'ChEBI': '63620', 'ChEMBL': 'CHEMBL887', 'drugbank-id': 'DB01367', 'InChIKey': 'RUOKEQAAGRXIBM-GFCCVEGCSA-N', 'PubChem Compound': '3052776', 'PubChem Substance': '46506045', 'unii': '003N66TS6T'}	2	0.9967234119	0.972276986	0.0574075243	0.1357074568	0.132973852	0.0167780536	{'oral'}	TRUE	TRUE	FALSE
rimantadine	{'cas-number': '13392-28-4', 'ChEBI': '94440', 'ChEMBL': 'CHEMBL959', 'drugbank-id': 'DB00478', 'InChIKey': 'UBCHPRBFMUDMNC-UHFFFAOYSA-N', 'PubChem Compound': '5071', 'PubChem Substance': '46505973', 'unii': '0T2EF4JQTU'}	2	0.9959210775	0.9722362088	0.0498504742	0.1812287889	0.0252630771	0.0429030658	{'oral'}	TRUE	TRUE	FALSE
ropinirole	{'cas-number': '91374-21-9', 'ChEBI': '8888', 'ChEMBL': 'CHEMBL589', 'drugbank-id': 'DB00268', 'InChIKey': 'UHSKFQJFRQCDBE-UHFFFAOYSA-N', 'PubChem Compound': '5095', 'PubChem Substance': '46507918', 'unii': '030PYR8953'}	2	0.9965093085	0.9836508687	0.1182247939	0.2127511861	0.0411139734	0.0058724845	{'oral'}	TRUE	TRUE	FALSE
secobarbital	{'cas-number': '76-73-3', 'ChEBI': '9073', 'ChEMBL': 'CHEMBL447', 'drugbank-id': 'DB00418', 'InChIKey': 'KQPKPCNLIDLUMF-UHFFFAOYSA-N', 'PubChem Compound': '5193', 'PubChem Substance': '46508708', 'unii': '1P7H87IN75'}	2	0.9939389259	0.9318011118	0.0295010742	0.4537312957	0.0159813058	0.097180745	{'oral'}	TRUE	TRUE	FALSE
sibutramine	{'cas-number': '106650-56-0', 'ChEBI': '9137', 'ChEMBL': 'CHEMBL1419', 'drugbank-id': 'DB01105', 'InChIKey': 'UNAANXDKBXWMLN-UHFFFAOYSA-N', 'PubChem Compound': '5210', 'PubChem Substance': '46507740', 'unii': 'WV5EC51866'}	2	0.9969694616	0.9793280344	0.1179776446	0.114010587	0.2824047409	0.2219057485	{'oral'}	TRUE	TRUE	FALSE
sodium bicarbonate	{'cas-number': '144-55-8', 'ChEBI': '32139', 'ChEMBL': 'CHEMBL1353', 'drugbank-id': 'DB01390', 'InChIKey': 'UIIMBOGNXHQVGW-UHFFFAOYSA-M', 'PubChem Compound': '516892', 'PubChem Substance': '46507049', 'unii': '8MDF5V39QO'}	2	0.9789701348	0.7449903958	0.0156373258	0.3110926148	0.0002807039	0.0082274867	{'nasogastric', 'intrathecal', 'nasal', 'ophthalmic', 'topical', 'intramuscular', 'intravenous', 'dental', 'irrigation', 'rectal', 'intraocular', 'parenteral', 'intraperitoneal', 'oral', 'hemodialysis'}	TRUE	TRUE	FALSE
spironolactone	{'cas-number': '52-01-7', 'ChEBI': '9241', 'ChEMBL': 'CHEMBL1393', 'drugbank-id': 'DB00421', 'InChIKey': 'LXMSZDCAJNLERA-ZHYRCANASA-N', 'PubChem Compound': '5833', 'PubChem Substance': '46508525', 'unii': '27O7W4T232'}	2	0.9931679513	0.8374805976	0.8250011827	0.3771113264	0.0552377151	0.0331725118	{'topical', 'oral'}	TRUE	TRUE	FALSE
tacrine	{'cas-number': '321-64-2', 'ChEBI': '45980', 'ChEMBL': 'CHEMBL95', 'drugbank-id': 'DB00382', 'InChIKey': 'YLJREFDVOIBQDA-UHFFFAOYSA-N', 'PubChem Compound': '1935', 'PubChem Substance': '46505487', 'unii': '4VX7YNB537'}	2	0.997127323	0.9598210653	0.0519633771	0.2610402214	0.1085870406	0.0379910187	{'oral'}	TRUE	TRUE	FALSE
temozolomide	{'cas-number': '85622-93-1', 'ChEBI': '72564', 'ChEMBL': 'CHEMBL810', 'drugbank-id': 'DB00853', 'InChIKey': 'BPEGJWRSRHCHSN-UHFFFAOYSA-N', 'PubChem Compound': '5394', 'PubChem Substance': '46507934', 'unii': 'YF1K15M17Y'}	2	0.9855018505	0.769754067	0.0286142069	0.2870382237	0.011640367	0.0028624891	{'not applicable', 'intravenous', 'oral'}	TRUE	TRUE	FALSE
testosterone	{'cas-number': '58-22-0', 'ChEBI': '17347', 'ChEMBL': 'CHEMBL386630', 'drugbank-id': 'DB00624', 'InChIKey': 'MUMGGOZAMZWBJJ-DYKIIFRCSA-N', 'PubChem Compound': '6013', 'PubChem Substance': '46505691', 'unii': '3XMK78S47O'}	2	0.996931807	0.1661621758	0.5577443316	0.4495250214	0.0143079613	0.0502994385	{'topical', 'nasal', 'intramuscular', 'buccal', 'parenteral', 'subcutaneous', 'not applicable', 'transdermal', 'oral'}	TRUE	TRUE	FALSE
thiotepa	{'cas-number': '52-24-4', 'ChEBI': '9570', 'ChEMBL': 'CHEMBL671', 'drugbank-id': 'DB04572', 'InChIKey': 'FOCVUCIESVLUNU-UHFFFAOYSA-N', 'PubChem Compound': '5453', 'PubChem Substance': '46505958', 'unii': '905Z5W3GKH'}	2	0.9688364871	0.948947121	0.0564091481	0.2477250398	0.0193194186	0.0325351681	{'intracavitary', 'intravesical', 'rectal', 'vaginal', 'intravenous', 'oral'}	TRUE	TRUE	FALSE
timolol	{'cas-number': '26839-75-8', 'ChEBI': '9599', 'ChEMBL': 'CHEMBL499', 'drugbank-id': 'DB00373', 'InChIKey': 'BLJRIMJGRPQVNF-JTQLQIEISA-N', 'PubChem Compound': '33624', 'PubChem Substance': '46507733', 'unii': '5JKY92S7BR'}	2	0.9941138651	0.7559844359	0.0423648383	0.4093088576	0.016401874	0.0299149394	{'topical', 'ophthalmic', 'oral'}	TRUE	TRUE	FALSE
tolterodine	{'cas-number': '124937-51-5', 'ChEBI': '9622', 'ChEMBL': 'CHEMBL1382', 'drugbank-id': 'DB01036', 'InChIKey': 'OOGJQPCLVADCPB-HXUWFJFHSA-N', 'PubChem Compound': '443879', 'PubChem Substance': '46508059', 'unii': 'WHE7A56U7K'}	2	0.9949780884	0.9435037358	0.4439868593	0.0671096059	0.0666176694	0.07267588	{'oral'}	TRUE	TRUE	FALSE
tranylcypromine	{'cas-number': '155-09-9', 'ChEBI': '131512', 'ChEMBL': 'CHEMBL313833', 'drugbank-id': 'DB00752', 'InChIKey': 'AELCINSCMGFISI-UHFFFAOYSA-N', 'PubChem Compound': '5530', 'PubChem Substance': '46505832', 'unii': '3E3V44J4Z9'}	2	0.9951469783	0.9585240041	0.066663323	0.0691308371	0.0128204385	0.0034062321	{'oral'}	TRUE	TRUE	FALSE
trimipramine	{'cas-number': '739-71-9', 'ChEBI': '9738', 'ChEMBL': 'CHEMBL644', 'drugbank-id': 'DB00726', 'InChIKey': 'ZSCDBOWYZJWBIY-UHFFFAOYSA-N', 'PubChem Compound': '5584', 'PubChem Substance': '46507121', 'unii': '6S082C9NDT'}	2	0.9969590977	0.9918359398	0.6802322258	0.2876447104	0.0590293398	0.0103832359	{'oral'}	TRUE	TRUE	FALSE
tripelennamine	{'cas-number': '91-81-6', 'ChEBI': '9741', 'ChEMBL': 'CHEMBL1241', 'drugbank-id': 'DB00792', 'InChIKey': 'UFLGIAIHIAPJJC-UHFFFAOYSA-N', 'PubChem Compound': '5587', 'PubChem Substance': '46506125', 'unii': '3C5ORO99TY'}	2	0.9966790417	0.91372806	0.1074950752	0.1965928013	0.0277733502	0.0112742582	{'topical', 'vaginal', 'oral'}	TRUE	TRUE	FALSE
triprolidine	{'cas-number': '486-12-4', 'ChEBI': '84116', 'ChEMBL': 'CHEMBL855', 'drugbank-id': 'DB00427', 'InChIKey': 'CBEQULMOCCWAQT-WOJGMQOQSA-N', 'PubChem Compound': '5282443', 'PubChem Substance': '46505403', 'unii': '2L8T9S52QM'}	2	0.9957183459	0.9688544169	0.1292462886	0.2216027288	0.0648405307	0.0119917095	{'oral'}	TRUE	TRUE	FALSE
ursodeoxycholic acid	{'cas-number': '128-13-2', 'ChEBI': '9907', 'ChEMBL': 'CHEMBL1551', 'drugbank-id': 'DB01586', 'InChIKey': 'RUDATBOHQWOJDD-UZVSRGJWSA-N', 'PubChem Compound': '31401', 'PubChem Substance': '46508795', 'unii': '724L30Y2QR'}	2	0.9654278314	0.7239889791	0.361139338	0.1241095368	0.0037389072	0.0078639588	{'oral', 'dental'}	TRUE	TRUE	FALSE
valproic acid	{'cas-number': '99-66-1', 'ChEBI': '39867', 'ChEMBL': 'CHEMBL109', 'drugbank-id': 'DB00313', 'InChIKey': 'NIJJYAXOARWZEE-UHFFFAOYSA-N', 'PubChem Compound': '3121', 'PubChem Substance': '46505925', 'unii': '614OI1Z5WI'}	2	0.9947443773	0.8501810987	0.0152286153	0.3951171279	0.0019903609	0.0171279648	{'intravenous', 'oral'}	TRUE	TRUE	FALSE
varenicline	{'cas-number': '249296-44-4', 'ChEBI': '84500', 'ChEMBL': 'CHEMBL1396', 'drugbank-id': 'DB01273', 'InChIKey': 'JQSHBVHOMNKWFT-UHFFFAOYSA-N', 'PubChem Compound': '5310966', 'PubChem Substance': '46505502', 'unii': 'W6HS99O8ZO'}	2	0.9956150726	0.9605205842	0.0834735957	0.4450929195	0.0313107822	0.0161049782	{'nasal', 'oral'}	TRUE	TRUE	FALSE
venlafaxine	{'cas-number': '93413-69-5', 'ChEBI': '9943', 'ChEMBL': 'CHEMBL637', 'drugbank-id': 'DB00285', 'InChIKey': 'PNVNVHUZROJLTJ-UHFFFAOYSA-N', 'PubChem Compound': '5656', 'PubChem Substance': '46504593', 'unii': 'GRZ5RCB1QG'}	2	0.9963557838	0.9322205302	0.061759789	0.0779704088	0.0532141204	0.0086220837	{'oral'}	TRUE	TRUE	FALSE
vitamin a	{'cas-number': '68-26-8', 'ChEBI': '17336', 'ChEMBL': 'CHEMBL986', 'drugbank-id': 'DB00162', 'InChIKey': 'FPIPGXGPPPQFEQ-OVSJKPMPSA-N', 'PubChem Compound': '445354', 'PubChem Substance': '46508191', 'unii': 'G2SH0XKK91'}	2	0.9955083454	0.8843263337	0.246616177	0.2044666962	0.2585499456	0.2730413434	{'topical', 'cutaneous', 'intramuscular', 'intravenous', 'oral'}	TRUE	TRUE	FALSE
vitamin e	{'cas-number': '59-02-9', 'ChEBI': '18145', 'ChEMBL': 'CHEMBL47', 'drugbank-id': 'DB00163', 'InChIKey': 'GVJHHUAWPYXKBD-IEOSBIPESA-N', 'PubChem Compound': '14985', 'PubChem Substance': '46506524', 'unii': 'N9PR3490H9'}	2	0.9946741944	0.9336027047	0.5957444939	0.3019406837	0.1191518293	0.0605555478	{'topical', 'cutaneous', 'intraocular', 'intravenous', 'oral'}	TRUE	TRUE	FALSE
vorinostat	{'cas-number': '149647-78-9', 'ChEBI': '45716', 'ChEMBL': 'CHEMBL98', 'drugbank-id': 'DB02546', 'InChIKey': 'WAEXFXRVDQXREF-UHFFFAOYSA-N', 'PubChem Compound': '5311', 'PubChem Substance': '46508989', 'unii': '58IFB293JI'}	2	0.9922488576	0.8735011023	0.0340766632	0.290778449	0.2701031905	0.0935348507	{'oral'}	TRUE	TRUE	FALSE
abiraterone	{'cas-number': '154229-19-3', 'ChEBI': '68642', 'ChEMBL': 'CHEMBL254328', 'drugbank-id': 'DB05812', 'InChIKey': 'GZOSMCIZMLWJML-VJLLXTKPSA-N', 'PubChem Compound': '132971', 'PubChem Substance': '175427038', 'unii': 'G819A456D0'}	1	0.9968948499	0.8730113324	0.621855577	0.3556416639	0.4446882513	0.0405410201	{'oral'}	TRUE	FALSE	FALSE
acrivastine	{'cas-number': '87848-99-5', 'ChEBI': '83168', 'ChEMBL': 'CHEMBL1224', 'drugbank-id': 'DB09488', 'InChIKey': 'PWACSDKDOHSSQD-IUTFFREVSA-N', 'PubChem Compound': '5284514', 'PubChem Substance': '310265225', 'unii': 'A20F9XAI7W'}	1	0.9941422776	0.8701441979	0.2514756873	0.3846652671	0.0346741575	0.0082893083	{'oral'}	TRUE	FALSE	FALSE
activated charcoal	{'cas-number': '64365-11-3', 'ChEBI': '27594', 'ChEMBL': 'CHEMBL2106049', 'drugbank-id': 'DB09278', 'InChIKey': 'OKTJSMMVPCPJKN-UHFFFAOYSA-N', 'PubChem Compound': '297', 'PubChem Substance': '347827832', 'unii': '2P3VWU3H10'}	1	0.9923678051	0.9496159375	0.0227491345	0.1175693737	0.0059387938	0.0054026417	{'topical', 'oral', 'dental'}	TRUE	FALSE	FALSE
almasilate	{'cas-number': '71205-22-6', 'ChEBI': None, 'ChEMBL': None, 'drugbank-id': 'DB13595', 'InChIKey': 'XFKLULFTFNRQOX-UHFFFAOYSA-N', 'PubChem Compound': '131704329', 'PubChem Substance': '347829306', 'unii': 'OZQ8O62H53'}	1	0.9317794289	0.7818680241	0.0241231519	0.2845077699	0.0053477269	0.0067928697	{'oral'}	TRUE	FALSE	FALSE
alpha-tocopherol succinate	{'cas-number': '4345-03-3', 'ChEBI': '135821', 'ChEMBL': 'CHEMBL81421', 'drugbank-id': 'DB14001', 'InChIKey': 'IELOKBJPULMYRW-NJQVLOCASA-N', 'PubChem Compound': None, 'PubChem Substance': None, 'unii': 'LU4B53JYVE'}	1	0.9864149675	0.8767396491	0.5360721631	0.3920846982	0.0604693343	0.0288016262	{'oral'}	TRUE	FALSE	FALSE
aluminium phosphate	{'cas-number': '7784-30-7', 'ChEBI': None, 'ChEMBL': 'CHEMBL3833315', 'drugbank-id': 'DB14517', 'InChIKey': 'ILRRQNADMUWWFW-UHFFFAOYSA-K', 'PubChem Compound': None, 'PubChem Substance': None, 'unii': 'F92V3S521O'}	1	0.9727375724	0.8947430361	0.013193604	0.2237191133	0.0764774988	0.0541746095	{'oral'}	TRUE	FALSE	FALSE
aluminum chloride	{'cas-number': '7446-70-0', 'ChEBI': '30114', 'ChEMBL': 'CHEMBL3833401', 'drugbank-id': 'DB11081', 'InChIKey': 'VSCWAEJMTAWNJL-UHFFFAOYSA-K', 'PubChem Compound': '24012', 'PubChem Substance': '347827889', 'unii': 'LIF1N9568Y'}	1	0.9929664748	0.952363436	0.012226459	0.213754139	0.0450538257	0.1681467593	{'topical', 'dental', 'epidural', 'periodontal', 'oral'}	TRUE	FALSE	FALSE
aluminum chlorohydrate	{'cas-number': '12359-72-7', 'ChEBI': None, 'ChEMBL': None, 'drugbank-id': 'DB11573', 'InChIKey': 'ZLVPDILYQLCEJO-UHFFFAOYSA-H', 'PubChem Compound': '71586946', 'PubChem Substance': '347827987', 'unii': 'HPN8MZW13M'}	1	0.9698022112	0.9155908118	0.0294760399	0.1213378885	0.0053317115	0.0091673496	{'intradermal', 'topical', 'cutaneous', 'oral'}	TRUE	FALSE	FALSE
aluminum hydroxide	{'cas-number': '21645-51-2', 'ChEBI': '33130', 'ChEMBL': 'CHEMBL1200706', 'drugbank-id': 'DB06723', 'InChIKey': 'WNROFYMDJYEPJX-UHFFFAOYSA-K', 'PubChem Compound': '10176082', 'PubChem Substance': '175427087', 'unii': '5QB0T2IUN0'}	1	0.9909807358	0.936412993	0.0288860654	0.1100533528	0.0047744672	0.0086999179	{'topical', 'oral'}	TRUE	FALSE	FALSE
aluminum sulfate	{'cas-number': '10043-01-3', 'ChEBI': '74768', 'ChEMBL': 'CHEMBL3833402', 'drugbank-id': 'DB11239', 'InChIKey': 'DIZPMCHEQGEION-UHFFFAOYSA-H', 'PubChem Compound': '24850', 'PubChem Substance': '347827948', 'unii': 'I7T908772F'}	1	0.875651186	0.7687467876	0.067294799	0.4972194511	0.0010734876	0.0223616519	{'topical', 'oral', 'periodontal', 'dental'}	TRUE	FALSE	FALSE
amifampridine	{'cas-number': '54-96-6', 'ChEBI': '135948', 'ChEMBL': 'CHEMBL354077', 'drugbank-id': 'DB11640', 'InChIKey': 'OYTKINVCDFNREN-UHFFFAOYSA-N', 'PubChem Compound': None, 'PubChem Substance': None, 'unii': 'RU4S6E2G0J'}	1	0.9904923813	0.782747555	0.0152863067	0.3517197762	0.010512041	0.007108203	{'oral'}	TRUE	FALSE	FALSE
aminobenzoic acid	{'cas-number': '150-13-0', 'ChEBI': '30753', 'ChEMBL': 'CHEMBL542', 'drugbank-id': 'DB02362', 'InChIKey': 'ALYNCZNDIQEVRV-UHFFFAOYSA-N', 'PubChem Compound': '978', 'PubChem Substance': '46504695', 'unii': 'TL2TJE8QTX'}	1	0.976889241	0.5684560629	0.0071418849	0.2022140098	0.0023024727	0.08676311	{'topical', 'oral'}	TRUE	FALSE	FALSE
aminoglutethimide	{'cas-number': '125-84-8', 'ChEBI': '2654', 'ChEMBL': 'CHEMBL488', 'drugbank-id': 'DB00357', 'InChIKey': 'ROBVIMPUHSLWNV-UHFFFAOYSA-N', 'PubChem Compound': '2145', 'PubChem Substance': '46506066', 'unii': '0O54ZQ14I9'}	1	0.9955542679	0.9506124595	0.0185983127	0.2153181636	0.0888466818	0.036164295	{'oral'}	TRUE	FALSE	FALSE
ammonium carbonate	{'cas-number': '506-87-6', 'ChEBI': None, 'ChEMBL': 'CHEMBL2105849', 'drugbank-id': 'DB15926', 'InChIKey': 'PRKQVKDSMLBJBJ-UHFFFAOYSA-N', 'PubChem Compound': None, 'PubChem Substance': None, 'unii': 'PDP691CN28'}	1	0.7297189066	0.7457533409	0.020393651	0.2892855787	0.0003910587	0.0106703798	{'respiratory (inhalation)', 'nasal', 'oral'}	TRUE	FALSE	FALSE
